BioProject,Run,LibraryStrategy,Annotation
PRJNA1063244,SRR27534376,OTHER,Ribo-Seq
PRJNA1063244,SRR27534375,OTHER,Ribo-Seq
PRJNA1063244,SRR27534374,OTHER,Ribo-Seq
PRJNA1063244,SRR27534373,OTHER,Ribo-Seq
PRJNA1063244,SRR27534372,OTHER,Ribo-Seq
PRJNA1063244,SRR27534371,OTHER,Ribo-Seq
