BioProject,Run,LibraryStrategy,Annotation
PRJNA1083527,SRR28215478,OTHER,Ribo-Seq
PRJNA1083527,SRR28215479,OTHER,Ribo-Seq
PRJNA1083527,SRR28215481,OTHER,Ribo-Seq
PRJNA1083527,SRR28215480,OTHER,Ribo-Seq
